"","Year_Birth","Education","Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Response"
"518",1977,"Master",0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0
"519",1958,"Graduation",0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0
"520",1960,"Master",0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0
"521",1985,"Graduation",1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0
"522",1974,"Graduation",0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0
"523",1950,"PhD",0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0
"524",1955,"Graduation",0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0
"525",1975,"Graduation",0,0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"526",1953,"Graduation",0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0
"527",1958,"2n Cycle",0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0
"528",1947,"PhD",0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0
"529",1966,"PhD",1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0
"530",1963,"Graduation",0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0
"531",1985,"Graduation",1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0
"532",1975,"Graduation",0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0
"533",1980,"Basic",0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0
"534",1956,"Master",0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0
"535",1959,"Graduation",0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0
"536",1987,"Basic",1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0
"537",1968,"PhD",1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0
"538",1964,"PhD",0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0
"539",1962,"Master",0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0
"540",1980,"Graduation",0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0
"541",1975,"PhD",0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0
"542",1974,"Graduation",2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0
"543",1963,"PhD",0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1
"544",1979,"Graduation",0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0
"545",1985,"2n Cycle",1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1
"546",1980,"PhD",0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0
"547",1963,"Graduation",0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0
"548",1982,"2n Cycle",0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0
"549",1955,"Graduation",0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0
"550",1967,"Graduation",0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0
"551",1972,"PhD",0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1
"552",1982,"PhD",0,0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0
"553",1989,"PhD",0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0
"554",1970,"Graduation",0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0
"555",1958,"Master",0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0
"556",1952,"Basic",0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0
"557",1949,"Master",1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1
"558",1961,"Master",0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0
"559",1949,"PhD",1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1
"560",1960,"Graduation",0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0
"561",1973,"Graduation",0,1,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0
"562",1978,"Graduation",2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0
"563",1978,"Graduation",0,1,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0
"564",1988,"Master",0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1
"565",1968,"Master",1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0
"566",1986,"Graduation",1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0
"567",1971,"Master",1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1
"568",1965,"Master",0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0
"569",1975,"Graduation",1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0
"570",1982,"Graduation",1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0
"571",1975,"PhD",0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0
"572",1960,"2n Cycle",0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1
"573",1978,"Graduation",1,0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0
"574",1970,"Graduation",0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0
"575",1958,"Graduation",1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0
"576",1965,"Master",0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0
"577",1965,"Graduation",0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0
"578",1966,"Graduation",0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0
"579",1955,"Graduation",0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0
"580",1965,"Master",2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0
"581",1991,"Graduation",0,0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0
"582",1949,"PhD",1,1,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0
"583",1953,"PhD",1,1,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0
"584",1978,"Graduation",1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0
"585",1948,"PhD",1,2,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0
"586",1949,"Graduation",0,0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1
"587",1973,"Graduation",0,1,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0
"588",1989,"Basic",1,0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0
"589",1969,"Graduation",0,1,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0
"590",1953,"PhD",0,1,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0
"591",1956,"Master",1,1,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0
"592",1950,"PhD",1,2,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0
"593",1978,"2n Cycle",1,0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0
"594",1964,"Graduation",0,0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0
"595",1952,"Graduation",0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0
"596",1975,"2n Cycle",1,0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0
"597",1995,"Graduation",0,0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0
"598",1970,"Graduation",1,0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0
"599",1954,"2n Cycle",0,0,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1
"600",1972,"PhD",0,0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0
"601",1958,"PhD",0,1,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0
"602",1975,"Graduation",0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0
"603",1969,"Graduation",0,0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1
"604",1979,"Graduation",0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0
"605",1972,"PhD",0,1,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1
"606",1964,"Graduation",0,1,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0
"607",1979,"Master",1,0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0
"608",1959,"PhD",0,1,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0
"609",1981,"2n Cycle",1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0
"610",1967,"Graduation",1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0
"611",1978,"PhD",1,0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1
"612",1952,"Graduation",0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0
"613",1955,"Graduation",0,1,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0
"614",1987,"Graduation",0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0
"615",1965,"2n Cycle",0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0
"616",1956,"Master",0,1,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0
"617",1979,"Graduation",0,1,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0
"618",1951,"PhD",0,0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0
"619",1965,"Graduation",1,1,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1
"620",1972,"Graduation",1,1,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0
"621",1957,"PhD",0,1,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0
"622",1953,"Graduation",1,1,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0
"623",1965,"PhD",0,1,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0
"624",1971,"Graduation",0,1,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0
"625",1974,"PhD",0,0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0
"626",1970,"Graduation",1,0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0
"627",1972,"Graduation",1,0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0
"628",1972,"Graduation",1,0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0
"629",1968,"PhD",0,1,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1
"630",1945,"Master",0,0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0
"631",1950,"Graduation",0,0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0
"632",1962,"Master",0,0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0
"633",1954,"PhD",0,1,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0
"634",1965,"2n Cycle",0,1,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0
"635",1973,"Graduation",0,0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0
"636",1968,"Graduation",1,0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0
"637",1970,"Master",0,1,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0
"638",1956,"Graduation",1,1,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0
"639",1951,"Graduation",1,1,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0
"640",1944,"PhD",0,0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0
"641",1976,"Master",0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0
"642",1971,"Master",0,1,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0
"643",1957,"Graduation",0,1,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0
"644",1972,"Graduation",1,1,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0
"645",1972,"Graduation",0,1,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0
"646",1981,"Graduation",0,0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0
"647",1975,"Graduation",0,0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0
"648",1955,"Master",0,1,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0
"649",1986,"PhD",0,0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0
"650",1970,"PhD",0,1,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0
"651",1976,"Graduation",1,1,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0
"652",1972,"Graduation",0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0
"653",1978,"2n Cycle",1,0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0
"654",1980,"PhD",0,0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,1
"655",1972,"Graduation",1,0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,0
"656",1961,"Graduation",0,0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,1
"657",1963,"Graduation",0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0
"658",1959,"Graduation",0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1
"659",1959,"2n Cycle",0,1,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0
"660",1954,"Graduation",1,2,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,0
"661",1962,"Graduation",1,2,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0
"662",1958,"PhD",0,1,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0
"663",1984,"Graduation",1,0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0
"664",1992,"Graduation",0,0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,0
"665",1967,"PhD",0,2,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0
"666",1980,"2n Cycle",1,0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0
"667",1967,"Graduation",1,1,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,0
"668",1956,"Graduation",0,1,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0
"669",1972,"Master",1,0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0
"670",1980,"Graduation",0,0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,0
"671",1977,"Graduation",0,1,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0
"672",1974,"Graduation",0,1,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0
"673",1988,"Graduation",1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0
"674",1981,"Graduation",1,0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0
"675",1960,"2n Cycle",0,0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0
"676",1970,"Graduation",0,0,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,1
"677",1991,"2n Cycle",0,0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0
"678",1956,"Master",0,1,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0
"679",1963,"Graduation",0,1,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0
"680",1974,"Graduation",0,1,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0
"681",1954,"PhD",0,1,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0
"682",1957,"2n Cycle",0,0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0
"683",1966,"PhD",1,1,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,0
"684",1974,"PhD",0,1,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,1
"685",1979,"Graduation",0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0
"686",1973,"Master",0,1,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0
"687",1966,"Graduation",1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0
"688",1989,"2n Cycle",0,0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,0
"689",1969,"Graduation",1,0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,0
"690",1969,"Master",1,1,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0
"691",1987,"Graduation",0,0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,0
"692",1989,"2n Cycle",1,0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0
"693",1973,"PhD",0,1,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0
"694",1966,"Master",0,1,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,0
"695",1986,"Master",2,0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0
"696",1978,"Graduation",0,1,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0
"697",1979,"Graduation",1,0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,0
"698",1959,"Graduation",0,1,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0
"699",1976,"Graduation",1,0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0
"700",1981,"2n Cycle",1,1,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0
"701",1971,"Master",1,1,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,0
"702",1983,"Graduation",1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0
"703",1956,"Master",0,0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0
"704",1972,"Graduation",1,0,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0,1
"705",1975,"Graduation",0,1,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0
"706",1975,"Graduation",2,0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0
"707",1981,"2n Cycle",1,1,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0
"708",1972,"PhD",0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1
"709",1970,"PhD",0,0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0
"710",1953,"PhD",2,1,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0
"711",1962,"Graduation",1,1,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,0
"712",1978,"Master",0,0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0
"713",1991,"Basic",1,0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0
"714",1943,"PhD",0,0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1
"715",1972,"PhD",0,1,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0
"716",1956,"Graduation",0,1,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,1
"717",1958,"Graduation",0,1,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,0
"718",1974,"PhD",1,0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0
"719",1986,"Graduation",1,0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,0
"720",1958,"Graduation",0,0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0
"721",1970,"Graduation",0,1,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,0
"722",1967,"Graduation",0,0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,0
"723",1973,"Graduation",0,0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0
"724",1977,"Graduation",0,0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,0
"725",1961,"Graduation",0,0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,0,1
"726",1971,"Graduation",1,0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0
"727",1974,"Graduation",1,0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,0
"728",1986,"PhD",0,0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0
"729",1966,"PhD",0,0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,0
"730",1992,"Graduation",0,0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0
"731",1963,"PhD",0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,1
"732",1972,"Master",1,0,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,0,1
"733",1994,"Graduation",0,0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,0,1
"734",1954,"Graduation",0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0
"735",1954,"2n Cycle",0,1,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0
"736",1954,"PhD",0,0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,0
"737",1969,"Master",1,0,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,1
"738",1948,"PhD",1,1,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0
"739",1986,"Graduation",1,0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0
"740",1979,"Master",0,0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,0
"741",1978,"Graduation",0,0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,0
"742",1976,"PhD",0,1,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0
"743",1974,"PhD",0,0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,0
"744",1989,"Graduation",1,0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0
"745",1951,"PhD",0,1,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0
"746",1989,"Basic",1,0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0
"747",1952,"Graduation",0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0
"748",1971,"Graduation",0,0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0
"749",1970,"PhD",0,1,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,0
"750",1971,"Graduation",0,1,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0
"751",1975,"PhD",1,0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0
"752",1952,"2n Cycle",1,1,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0
"753",1962,"PhD",0,1,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0
"754",1983,"Graduation",0,0,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,0,1
"755",1953,"Graduation",0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1
"756",1986,"Basic",0,0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,0
"757",1987,"PhD",0,0,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0
"758",1982,"2n Cycle",0,1,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0
"759",1979,"Graduation",1,1,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0
"760",1977,"Graduation",1,0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,0
"761",1975,"2n Cycle",0,1,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0
"762",1979,"PhD",1,0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0
"763",1976,"PhD",1,1,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,0
"764",1973,"Master",1,1,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,0,1
"765",1976,"PhD",1,1,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,0
"766",1965,"Graduation",0,1,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,0,1
"767",1952,"Graduation",0,1,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,0
"768",1973,"Graduation",1,1,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0
"769",1957,"PhD",0,1,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,0
"770",1967,"Graduation",0,1,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,0
"771",1962,"PhD",0,1,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,0
"772",1969,"Master",1,0,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,0,1
"773",1975,"PhD",0,1,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,0
"774",1980,"Graduation",1,1,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,0
